scenario_approach;run_id;approach;scenario;t_e2e_ms;t_protocol_overhead_ms;t_api_logic_ms;tools_called;api_status_codes;success;judge_score;judge_reason
multi_dirty_direct;47;direct;multi_dirty;14211.649;0.007;2050.739;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 500, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;48;direct;multi_dirty;14289.02;0.008;2063.612;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 500, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_direct;49;direct;multi_dirty;13484.564;0.007;2060.967;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 500, 500, 200, 200;False;0.9;Baseline 4/5 passed. Failed: product_list | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;50;direct;multi_dirty;14227.299;0.007;2037.547;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 500, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;51;direct;multi_dirty;12919.931;0.007;2049.762;get_customer_direct, get_discounts_direct, get_product_stock_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;52;direct;multi_dirty;14359.5;0.007;2064.91;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;53;direct;multi_dirty;14196.823;0.007;2056.022;get_customer_direct, get_inventory_direct, get_discounts_direct, get_product_stock_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;54;direct;multi_dirty;13145.443;0.009;2040.318;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_direct;55;direct;multi_dirty;13860.684;0.007;2064.389;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;56;direct;multi_dirty;12903.374;0.007;2059.28;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;57;direct;multi_dirty;13428.395;0.007;2082.753;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;58;direct;multi_dirty;13076.053;0.007;2060.697;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;59;direct;multi_dirty;13260.903;0.008;2056.497;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;60;direct;multi_dirty;13213.035;0.007;2045.582;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;61;direct;multi_dirty;14746.132;0.007;2072.086;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 500, 200, 200, 200;False;0.9;Baseline 4/5 passed. Failed: product_list | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;62;direct;multi_dirty;13736.339;0.007;2049.055;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;63;direct;multi_dirty;13147.78;0.007;2050.678;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 500, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;64;direct;multi_dirty;13394.918;0.008;2047.367;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;65;direct;multi_dirty;14010.647;0.007;2043.285;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;66;direct;multi_dirty;16116.204;0.007;2048.904;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;67;direct;multi_dirty;12331.678;0.007;2065.271;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;68;direct;multi_dirty;12366.019;0.007;2054.319;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;69;direct;multi_dirty;13675.105;0.007;2062.246;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;70;direct;multi_dirty;15619.749;0.007;2061.137;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;71;direct;multi_dirty;14568.059;0.007;2031.147;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;72;direct;multi_dirty;13047.113;0.007;2057.24;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;73;direct;multi_dirty;13643.078;0.008;2055.267;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 500, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;74;direct;multi_dirty;12477.604;0.007;2051.732;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;75;direct;multi_dirty;13630.938;0.008;2056.237;get_inventory_direct, get_product_stock_direct, get_discounts_direct, get_customer_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;76;direct;multi_dirty;13657.572;0.007;2046.339;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;77;direct;multi_dirty;334752.77;0.007;2067.159;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;78;direct;multi_dirty;14877.599;0.007;2051.39;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;79;direct;multi_dirty;15101.595;0.008;2051.836;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_direct;80;direct;multi_dirty;14679.538;0.007;2042.451;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;81;direct;multi_dirty;12762.634;0.007;2039.567;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;82;direct;multi_dirty;18796.342;0.009;4063.789;get_inventory_direct, get_customer_direct, get_product_stock_direct, get_discounts_direct, place_order_direct, get_inventory_direct;200, 500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_direct;83;direct;multi_dirty;13199.717;0.007;2050.171;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;84;direct;multi_dirty;12151.332;0.008;2043.772;get_inventory_direct, get_customer_direct, get_product_stock_direct, get_discounts_direct, place_order_direct;500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;85;direct;multi_dirty;13286.794;0.008;2061.323;get_inventory_direct, get_customer_direct, get_product_stock_direct, get_discounts_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;86;direct;multi_dirty;13978.411;0.008;2038.381;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;87;direct;multi_dirty;12311.758;0.007;2060.928;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;88;direct;multi_dirty;13241.865;0.007;2061.854;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 500, 200;False;0.9;Baseline 4/5 passed. Failed: product_list | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;89;direct;multi_dirty;14332.171;0.008;2046.875;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 500, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;90;direct;multi_dirty;14021.553;0.007;2040.339;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_direct;91;direct;multi_dirty;14471.164;0.01;2060.701;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;92;direct;multi_dirty;13490.906;0.008;2066.272;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;93;direct;multi_dirty;16033.562;0.009;4129.413;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct, get_inventory_direct;200, 200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;94;direct;multi_dirty;16128.641;0.008;2035.284;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_direct;95;direct;multi_dirty;13836.415;0.008;2046.518;get_inventory_direct, get_customer_direct, get_product_stock_direct, get_discounts_direct, place_order_direct;200, 200, 200, 500, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;96;direct;multi_dirty;13022.703;0.008;2051.606;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;97;direct;multi_dirty;14665.85;0.007;2049.315;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;98;direct;multi_dirty;14770.356;0.007;2052.441;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;99;direct;multi_dirty;14358.618;0.008;2043.382;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;100;direct;multi_dirty;13927.502;0.007;2040.445;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;1;mcp;multi_dirty;24157.425;10241.236;0.062;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;500, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;2;mcp;multi_dirty;24126.455;10291.809;0.088;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;3;mcp;multi_dirty;23118.747;10267.098;0.09;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;4;mcp;multi_dirty;22687.048;10279.532;0.064;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;5;mcp;multi_dirty;22761.461;10258.298;0.087;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;6;mcp;multi_dirty;24367.156;10242.886;0.082;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;7;mcp;multi_dirty;26120.104;10241.715;0.082;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 500;False;0.9;Baseline 4/5 passed. Failed: discount_value | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_mcp;8;mcp;multi_dirty;23320.488;10242.235;0.099;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 503;False;0.9;Baseline 4/5 passed. Failed: discount_value | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_mcp;9;mcp;multi_dirty;22774.702;10242.34;0.094;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;10;mcp;multi_dirty;22791.549;10241.088;0.086;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;11;mcp;multi_dirty;19874.171;10223.798;0.067;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;503, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;12;mcp;multi_dirty;21756.927;10236.111;0.063;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;500, 500, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;13;mcp;multi_dirty;22545.152;10272.041;0.092;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;14;mcp;multi_dirty;22480.774;10260.707;0.089;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_mcp;15;mcp;multi_dirty;23172.008;10256.612;0.083;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;0.8;Baseline 4/5 passed. Failed: discount_value | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;16;mcp;multi_dirty;23675.779;10229.913;0.081;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 500, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;17;mcp;multi_dirty;21763.224;10207.445;0.084;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;18;mcp;multi_dirty;24006.065;10239.191;0.085;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_mcp;19;mcp;multi_dirty;22152.161;10302.155;0.084;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;20;mcp;multi_dirty;22366.601;10277.424;0.067;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;21;mcp;multi_dirty;23345.467;10264.003;0.087;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_mcp;22;mcp;multi_dirty;22564.741;10254.113;0.083;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_mcp;23;mcp;multi_dirty;23867.503;10295.828;0.09;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 500, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;24;mcp;multi_dirty;23242.76;10274.649;0.082;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 504, 500;False;1.0;Baseline 4/5 passed. Failed: discount_value | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;25;mcp;multi_dirty;22065.483;10242.981;0.089;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;26;mcp;multi_dirty;23691.547;10258.13;0.082;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_mcp;27;mcp;multi_dirty;22959.213;10221.206;0.099;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;28;mcp;multi_dirty;22171.208;10235.527;0.063;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;500, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;29;mcp;multi_dirty;23115.624;10262.979;0.086;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;30;mcp;multi_dirty;22274.568;10221.05;0.086;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_mcp;31;mcp;multi_dirty;22865.435;10186.636;0.087;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;32;mcp;multi_dirty;23771.379;10233.32;0.083;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 504, 200;False;0.9;Baseline 4/5 passed. Failed: discount_value | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_mcp;33;mcp;multi_dirty;23334.823;10174.249;0.089;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_mcp;34;mcp;multi_dirty;23296.905;10193.597;0.095;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 503;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_mcp;35;mcp;multi_dirty;24068.998;10200.655;0.08;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_mcp;36;mcp;multi_dirty;23634.33;10216.692;0.096;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;200, 200, 423, 200, 200;False;0.9;Baseline 4/5 passed. Failed: customer_name | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_mcp;37;mcp;multi_dirty;20552.64;10195.765;0.069;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;503, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_mcp;38;mcp;multi_dirty;21752.895;10173.057;0.071;get_inventory_mcp, get_stock_mcp, get_customer_mcp, get_discounts_mcp, place_order_mcp;500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
